#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-374131B4F0AAEBC9-382D7F9439A56FB2
#datatype	hitsConcise Results
#status	0
#Start time	2020-10-09T18:48:42	Run time	0:00:01:42
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#23 - >AT3G10500	specific	367055	11	136	1.23988e-35	127.831	pfam02365	NAM	 - 	cl03558
Q#24 - >AT1G69490	specific	367055	11	134	1.16729e-38	130.143	pfam02365	NAM	 - 	cl03558
Q#25 - >AT3G49470	specific	376630	75	128	2.94775e-19	77.4814	pfam01849	NAC	 - 	cl29457
Q#25 - >AT3G49470	specific	270541	180	216	2.0745e-17	72.2707	cd14358	UBA_NAC_euk	 - 	cl21463
Q#26 - >AT2G43000	specific	367055	20	143	7.30567e-36	123.209	pfam02365	NAM	 - 	cl03558
Q#27 - >AT3G01600	specific	367055	58	196	1.54379e-11	59.651	pfam02365	NAM	 - 	cl03558
Q#28 - >AT2G24430	specific	367055	18	143	4.43982e-39	132.454	pfam02365	NAM	 - 	cl03558
Q#29 - >AT1G18370	specific	276825	31	353	1.05112e-160	474.514	cd01374	KISc_CENP_E	 - 	cl22853
Q#29 - >AT1G18370	specific	371840	792	954	6.49519e-97	301.806	pfam11995	DUF3490	 - 	cl13436
Q#29 - >AT1G18370	superfamily	224117	372	599	7.81159e-05	46.6312	cl34174	Smc superfamily	NC	 - 
Q#31 - >AT1G60350	specific	367055	105	130	0.00258282	36.1538	pfam02365	NAM	N	cl03558
Q#32 - >AT1G12260	specific	367055	9	135	2.88102e-35	124.75	pfam02365	NAM	 - 	cl03558
Q#33 - >AT1G01010	specific	367055	5	137	2.23542e-21	87.7706	pfam02365	NAM	 - 	cl03558
Q#34 - >AT1G33060	specific	367055	27	150	9.29425e-37	132.069	pfam02365	NAM	 - 	cl03558
Q#35 - >AT2G46770	specific	367055	18	144	3.67681e-34	120.898	pfam02365	NAM	 - 	cl03558
Q#36 - >AT3G15500	specific	367055	16	139	1.44351e-36	126.291	pfam02365	NAM	 - 	cl03558
Q#37 - >AT1G79580	specific	367055	19	146	5.97886e-32	115.505	pfam02365	NAM	 - 	cl03558
Q#38 - >AT3G44350	specific	367055	7	134	7.86708e-20	80.837	pfam02365	NAM	 - 	cl03558
Q#39 - >AT3G04060	specific	367055	22	146	5.74748e-35	122.439	pfam02365	NAM	 - 	cl03558
Q#40 - >AT1G60280	specific	367055	37	148	0.00192995	36.9242	pfam02365	NAM	 - 	cl03558
Q#42 - >AT1G62700	specific	367055	9	135	8.85172e-34	120.513	pfam02365	NAM	 - 	cl03558
Q#43 - >AT3G04410	specific	367055	5	40	4.02841e-06	40.391	pfam02365	NAM	C	cl03558
Q#44 - >AT3G15170	specific	367055	22	147	4.73651e-39	132.454	pfam02365	NAM	 - 	cl03558
Q#45 - >AT3G15510	specific	367055	21	144	1.18855e-38	132.839	pfam02365	NAM	 - 	cl03558
Q#46 - >AT1G02220	specific	367055	5	128	9.5234e-19	80.0666	pfam02365	NAM	 - 	cl03558
Q#47 - >AT3G03200	specific	367055	8	133	4.68962e-37	130.913	pfam02365	NAM	 - 	cl03558
Q#48 - >AT1G52880	specific	367055	21	146	5.30486e-35	122.053	pfam02365	NAM	 - 	cl03558
Q#49 - >AT3G12390	specific	376630	65	118	2.70198e-20	79.7926	pfam01849	NAC	 - 	cl29457
Q#49 - >AT3G12390	specific	270541	166	202	5.83728e-16	68.4187	cd14358	UBA_NAC_euk	 - 	cl21463
Q#50 - >AT3G04430	specific	367055	6	136	1.09661e-14	66.1994	pfam02365	NAM	 - 	cl03558
Q#51 - >AT1G56010	specific	367055	21	145	1.04504e-31	113.579	pfam02365	NAM	 - 	cl03558
Q#52 - >AT2G02450	specific	367055	53	177	1.78792e-34	122.824	pfam02365	NAM	 - 	cl03558
Q#53 - >AT1G34190	specific	367055	18	143	4.63908e-34	123.979	pfam02365	NAM	 - 	cl03558
Q#54 - >AT3G04420	specific	367055	5	131	2.12608e-23	92.0078	pfam02365	NAM	 - 	cl03558
Q#56 - >AT1G01720	specific	367055	9	131	1.28217e-38	130.528	pfam02365	NAM	 - 	cl03558
Q#57 - >AT1G33280	specific	367055	10	136	1.4158e-32	115.505	pfam02365	NAM	 - 	cl03558
Q#58 - >AT3G04070	specific	367055	12	140	7.68236e-41	138.232	pfam02365	NAM	 - 	cl03558
Q#59 - >AT1G71930	specific	367055	11	137	9.58362e-35	121.668	pfam02365	NAM	 - 	cl03558
Q#60 - >AT3G29035	specific	367055	26	149	1.31894e-38	131.298	pfam02365	NAM	 - 	cl03558
Q#61 - >AT5G63790	specific	367055	52	174	4.33688e-36	124.75	pfam02365	NAM	 - 	cl03558
Q#62 - >AT5G09330	specific	367055	8	133	5.94665e-34	122.824	pfam02365	NAM	 - 	cl03558
Q#63 - >AT5G64530	specific	367055	5	118	1.44978e-30	106.645	pfam02365	NAM	 - 	cl03558
Q#64 - >AT4G10480	specific	376630	70	123	7.1763e-19	76.3258	pfam01849	NAC	 - 	cl29457
Q#64 - >AT4G10480	specific	270541	175	211	9.33539e-16	68.0335	cd14358	UBA_NAC_euk	 - 	cl21463
Q#64 - >AT4G10480	superfamily	272988	138	210	0.000113432	40.3194	cl29458	TIGR00264 superfamily	N	 - 
Q#65 - >AT4G36160	specific	367055	12	138	6.17088e-35	123.209	pfam02365	NAM	 - 	cl03558
Q#66 - >AT5G62380	specific	367055	9	135	1.23344e-34	122.053	pfam02365	NAM	 - 	cl03558
Q#67 - >AT5G22290	specific	367055	23	147	9.4775e-32	114.349	pfam02365	NAM	 - 	cl03558
Q#68 - >AT5G14000	specific	367055	18	140	2.25971e-18	75.8294	pfam02365	NAM	 - 	cl03558
Q#69 - >AT5G13180	specific	367055	16	138	3.75586e-34	118.201	pfam02365	NAM	 - 	cl03558
Q#70 - >AT4G17980	specific	367055	8	135	4.35794e-35	120.898	pfam02365	NAM	 - 	cl03558
Q#71 - >AT3G61910	specific	367055	13	139	3.84613e-34	120.127	pfam02365	NAM	 - 	cl03558
Q#72 - >AT5G07680	specific	367055	19	142	3.41912e-39	133.224	pfam02365	NAM	 - 	cl03558
Q#73 - >AT4G01540	specific	367055	7	136	2.26292e-21	87.7706	pfam02365	NAM	 - 	cl03558
Q#74 - >AT5G22380	specific	367055	8	136	3.81072e-23	89.3114	pfam02365	NAM	 - 	cl03558
Q#75 - >AT5G50820	specific	367055	19	138	1.58048e-16	70.8218	pfam02365	NAM	 - 	cl03558
Q#76 - >AT3G56560	specific	367055	117	219	1.78779e-14	66.1994	pfam02365	NAM	 - 	cl03558
Q#77 - >AT5G17260	specific	367055	8	133	6.95211e-38	133.224	pfam02365	NAM	 - 	cl03558
Q#78 - >AT5G64060	specific	367055	8	133	3.18591e-31	113.194	pfam02365	NAM	 - 	cl03558
Q#79 - >AT5G41090	specific	367055	10	93	3.71764e-13	62.3474	pfam02365	NAM	 - 	cl03558
Q#80 - >AT5G61430	specific	367055	18	141	1.70826e-38	131.683	pfam02365	NAM	 - 	cl03558
Q#81 - >AT5G18270	specific	367055	23	147	9.50667e-36	124.365	pfam02365	NAM	 - 	cl03558
Q#82 - >AT5G18300	specific	367055	18	132	8.5685e-14	62.3474	pfam02365	NAM	 - 	cl03558
Q#83 - >AT4G35580	specific	367055	12	135	1.05965e-35	128.217	pfam02365	NAM	 - 	cl03558
Q#84 - >AT4G10350	specific	367055	11	137	1.88896e-34	121.283	pfam02365	NAM	 - 	cl03558
Q#85 - >AT4G28500	specific	367055	61	200	3.21065e-13	63.8882	pfam02365	NAM	 - 	cl03558
Q#86 - >AT5G39610	specific	367055	22	145	4.19503e-37	126.676	pfam02365	NAM	 - 	cl03558
Q#87 - >AT5G66300	specific	367055	14	138	3.09068e-31	111.653	pfam02365	NAM	 - 	cl03558
Q#88 - >AT4G28530	specific	367055	12	153	1.92028e-29	108.186	pfam02365	NAM	 - 	cl03558
Q#89 - >AT4G01520	specific	367055	7	136	2.62324e-22	88.541	pfam02365	NAM	 - 	cl03558
Q#90 - >AT4G29230	specific	367055	50	196	3.10005e-13	65.0438	pfam02365	NAM	 - 	cl03558
Q#91 - >AT4G01550	specific	367055	6	135	5.89145e-28	105.875	pfam02365	NAM	 - 	cl03558
Q#92 - >AT5G39820	specific	367055	22	147	1.13427e-39	134.765	pfam02365	NAM	 - 	cl03558
Q#93 - >AT5G13850	specific	376630	61	114	5.4367e-20	79.0222	pfam01849	NAC	 - 	cl29457
Q#93 - >AT5G13850	specific	270541	167	203	2.06115e-15	66.8779	cd14358	UBA_NAC_euk	 - 	cl21463
Q#94 - >AT5G46830	specific	381455	336	413	5.75985e-46	154.857	cd11449	bHLH_AtAIB_like	 - 	cl00081
Q#94 - >AT5G46830	specific	372964	34	225	2.49925e-33	122.718	pfam14215	bHLH-MYC_N	 - 	cl16716
Q#96 - >AT5G04410	specific	367055	11	136	2.66098e-36	130.143	pfam02365	NAM	 - 	cl03558
Q#97 - >AT5G08790	specific	367055	9	131	7.67286e-37	125.905	pfam02365	NAM	 - 	cl03558
Q#98 - >AT5G53950	specific	367055	19	144	2.39699e-41	140.158	pfam02365	NAM	 - 	cl03558
Q#100 - >AT5G56620	specific	367055	45	194	2.18381e-11	59.2658	pfam02365	NAM	 - 	cl03558
