#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1380177480CF451C-9911B9F32EDAE09
#datatype	hitsConcise Results
#status	0
#Start time	2020-09-23T21:17:24	Run time	0:00:12:18
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#38 - >Pavir.1NG494400.1.p	superfamily	385653	1	481	1.94466e-93	291.702	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#39 - >Pavir.2KG053500.1.p	specific	215084	1	472	0	778.854	PLN00164	PLN00164	 - 	cl10013
Q#40 - >Pavir.2KG075900.1.p	superfamily	385653	8	449	5.46679e-108	328.092	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#41 - >Pavir.2KG114100.1.p	superfamily	385653	12	470	1.8562e-108	329.557	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#42 - >Pavir.2KG114200.1.p	superfamily	385653	12	470	2.18054e-113	342.268	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#43 - >Pavir.2KG114400.1.p	superfamily	385653	17	487	8.00809e-141	413.145	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#44 - >Pavir.2KG114500.1.p	superfamily	385653	50	519	1.37782e-142	418.923	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#45 - >Pavir.2KG141300.1.p	superfamily	385653	8	409	1.81643e-71	231.852	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#46 - >Pavir.2KG142700.1.p	superfamily	385653	25	449	1.42404e-98	303.5	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#47 - >Pavir.2KG142800.1.p	superfamily	385653	11	469	2.60829e-115	346.257	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#48 - >Pavir.2KG142900.1.p	superfamily	385653	1	435	4.52974e-112	336.627	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#49 - >Pavir.2KG143000.1.p	superfamily	385653	21	470	5.25677e-118	353.575	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#50 - >Pavir.2KG149600.1.p	superfamily	385653	34	421	5.88186e-80	254.964	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#51 - >Pavir.2KG158000.1.p	superfamily	385653	16	482	2.46421e-137	403.9	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#52 - >Pavir.2KG162500.1.p	superfamily	385653	8	453	6.37857e-113	339.708	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#53 - >Pavir.2KG174600.1.p	superfamily	385653	17	484	2.21865e-133	393.885	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#54 - >Pavir.2KG244900.1.p	specific	340817	11	160	2.47048e-32	122.275	cd03784	GT1_Gtf-like	N	cl10013
Q#55 - >Pavir.2KG244900.2.p	specific	340817	11	160	5.87584e-33	121.504	cd03784	GT1_Gtf-like	N	cl10013
Q#56 - >Pavir.2KG279300.1.p	superfamily	385653	3	192	4.7713e-67	211.429	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#57 - >Pavir.2KG279300.2.p	superfamily	385653	3	192	4.7713e-67	211.429	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#58 - >Pavir.2KG283300.1.p	superfamily	385653	16	481	2.3121e-86	273.658	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#59 - >Pavir.2KG284300.1.p	superfamily	385653	18	475	1.87643e-130	385.774	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#60 - >Pavir.2KG314100.1.p	superfamily	385653	15	478	2.00008e-67	223.967	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#61 - >Pavir.2KG314100.2.p	superfamily	385653	15	385	6.70008e-52	180.054	cl10013	Glycosyltransferase_GTB-type superfamily	C	 - 
Q#62 - >Pavir.2KG314500.1.p	superfamily	385653	57	508	6.74042e-69	229.361	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#63 - >Pavir.2KG346200.1.p	superfamily	385653	20	475	6.97686e-66	219.73	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#64 - >Pavir.2KG396100.1.p	superfamily	385653	40	338	3.89897e-55	186.752	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#65 - >Pavir.2KG401000.1.p	superfamily	385653	11	458	4.47871e-113	340.479	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#66 - >Pavir.2KG428700.1.p	specific	215084	1	477	0	844.723	PLN00164	PLN00164	 - 	cl10013
Q#67 - >Pavir.2KG428800.1.p	specific	215084	1	484	0	780.394	PLN00164	PLN00164	 - 	cl10013
Q#68 - >Pavir.2KG428900.1.p	specific	215084	1	470	0	863.983	PLN00164	PLN00164	 - 	cl10013
Q#69 - >Pavir.2KG429400.1.p	specific	215084	1	476	0	874.383	PLN00164	PLN00164	 - 	cl10013
Q#70 - >Pavir.2KG429500.1.p	specific	215084	6	474	0	784.632	PLN00164	PLN00164	 - 	cl10013
Q#71 - >Pavir.2KG429800.1.p	specific	215084	4	478	0	785.787	PLN00164	PLN00164	 - 	cl10013
Q#72 - >Pavir.2KG429900.1.p	superfamily	385653	5	178	4.7193e-77	242.271	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#73 - >Pavir.2KG458800.1.p	superfamily	385653	4	478	1.09597e-92	289.65	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#74 - >Pavir.2KG485600.1.p	superfamily	385653	2	173	2.91535e-64	205.309	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#75 - >Pavir.2KG547300.1.p	superfamily	385653	7	478	8.91908e-91	283.822	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#76 - >Pavir.2KG576300.1.p	specific	340817	9	448	3.82995e-54	186.218	cd03784	GT1_Gtf-like	 - 	cl10013
Q#77 - >Pavir.2KG592400.1.p	superfamily	385653	7	450	7.52404e-63	210.915	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#78 - >Pavir.2NG078600.1.p	superfamily	385653	12	492	5.9789e-128	381.173	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#79 - >Pavir.2NG078700.1.p	superfamily	385653	12	486	1.49845e-119	358.447	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#80 - >Pavir.2NG097500.1.p	superfamily	385653	28	113	7.90367e-37	130.16	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#81 - >Pavir.2NG105900.1.p	superfamily	385653	17	470	1.461e-113	342.019	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#82 - >Pavir.2NG106000.1.p	superfamily	385653	4	425	6.51894e-86	269.987	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#83 - >Pavir.2NG106100.1.p	superfamily	385653	13	438	1.6734e-100	308.122	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#84 - >Pavir.2NG106200.1.p	superfamily	385653	29	378	6.21676e-92	283.469	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#85 - >Pavir.2NG107600.1.p	superfamily	385653	8	456	5.78906e-89	278.076	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#86 - >Pavir.2NG119800.1.p	superfamily	385653	69	267	1.10699e-52	178.513	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#86 - >Pavir.2NG119800.1.p	superfamily	385653	12	56	0.000212858	42.1538	cl10013	Glycosyltransferase_GTB-type superfamily	C	 - 
Q#87 - >Pavir.2NG130900.1.p	superfamily	385653	17	504	8.0006e-133	393.115	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#88 - >Pavir.2NG131000.1.p	superfamily	385653	16	487	1.58791e-128	381.944	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#89 - >Pavir.2NG132300.1.p	superfamily	385653	16	493	2.4737e-145	424.701	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#90 - >Pavir.2NG134700.1.p	superfamily	385653	9	207	8.86455e-53	176.587	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#91 - >Pavir.2NG180500.1.p	superfamily	385653	5	476	7.61381e-119	357.367	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#92 - >Pavir.2NG206200.1.p	superfamily	385653	8	408	2.86097e-71	231.331	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#93 - >Pavir.2NG206300.1.p	superfamily	385653	9	485	6.2577e-133	392.729	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#94 - >Pavir.2NG214200.1.p	superfamily	385653	22	487	1.64827e-101	313.334	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#95 - >Pavir.2NG251900.1.p	superfamily	385653	19	467	1.46752e-123	367.435	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#96 - >Pavir.2NG258900.1.p	superfamily	385653	1	428	2.77981e-74	239.534	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#97 - >Pavir.2NG284500.1.p	superfamily	385653	5	485	1.87514e-123	369.232	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#98 - >Pavir.2NG435800.1.p	superfamily	385653	12	461	1.38057e-161	464.12	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#99 - >Pavir.2NG436000.1.p	superfamily	385653	11	457	1.09685e-133	393.243	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#100 - >Pavir.2NG436300.1.p	superfamily	385653	10	460	4.67403e-155	447.171	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#101 - >Pavir.2NG438200.1.p	superfamily	385653	1	239	4.08863e-93	281.92	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#102 - >Pavir.2NG438400.1.p	superfamily	385653	10	231	4.63001e-90	272.676	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#103 - >Pavir.2NG438600.1.p	superfamily	385653	10	357	4.89848e-95	290.009	cl10013	Glycosyltransferase_GTB-type superfamily	C	 - 
Q#104 - >Pavir.2NG438900.1.p	superfamily	385653	10	459	6.85427e-151	436.771	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#105 - >Pavir.2NG439100.1.p	superfamily	385653	12	462	1.08091e-155	449.097	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#106 - >Pavir.2NG486900.1.p	superfamily	385653	12	472	2.38785e-81	259.202	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#107 - >Pavir.2NG487100.1.p	superfamily	385653	1	342	7.0205e-65	215.289	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#108 - >Pavir.2NG487100.2.p	superfamily	385653	1	329	1.43904e-58	198.34	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#109 - >Pavir.2NG487400.1.p	superfamily	385653	2	477	4.08069e-75	243.023	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#110 - >Pavir.2NG487500.1.p	superfamily	385653	2	479	1.62507e-76	246.875	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#111 - >Pavir.2NG489400.1.p	superfamily	385653	1	470	2.61222e-79	254.194	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#112 - >Pavir.2NG489600.1.p	superfamily	385653	2	477	5.59016e-75	242.638	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#113 - >Pavir.2NG489700.1.p	superfamily	385653	5	288	3.34187e-62	203.348	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#114 - >Pavir.2NG502200.1.p	specific	215084	1	473	0	850.116	PLN00164	PLN00164	 - 	cl10013
Q#115 - >Pavir.2NG502300.1.p	specific	215084	1	482	0	854.738	PLN00164	PLN00164	 - 	cl10013
Q#116 - >Pavir.2NG502700.1.p	specific	215084	1	475	0	879.776	PLN00164	PLN00164	 - 	cl10013
Q#117 - >Pavir.2NG502800.1.p	specific	215084	1	474	0	889.406	PLN00164	PLN00164	 - 	cl10013
Q#118 - >Pavir.2NG502900.1.p	specific	215084	6	483	0	799.654	PLN00164	PLN00164	 - 	cl10013
Q#119 - >Pavir.2NG503100.1.p	superfamily	385653	4	469	0	725.696	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#120 - >Pavir.2NG594700.1.p	superfamily	385653	83	498	1.3067e-63	213.716	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#121 - >Pavir.2NG631700.1.p	superfamily	385653	13	448	6.56662e-104	316.596	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#122 - >Pavir.2NG631800.1.p	superfamily	385653	5	277	1.56681e-96	291.173	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#123 - >Pavir.2NG631900.1.p	superfamily	385653	26	472	1.3345e-127	377.843	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#124 - >Pavir.3KG084000.1.p	superfamily	385653	4	276	2.52579e-87	268.386	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#125 - >Pavir.3KG157700.1.p	superfamily	385653	20	494	4.95002e-152	443.917	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#126 - >Pavir.3KG158000.1.p	superfamily	385653	1	466	3.42769e-143	420.42	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#127 - >Pavir.3KG159900.1.p	superfamily	385653	7	491	1.21372e-90	283.869	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#128 - >Pavir.3KG182700.1.p	superfamily	385653	1	478	1.15512e-152	444.302	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#129 - >Pavir.3KG182800.1.p	superfamily	385653	1	478	4.54951e-152	443.532	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#130 - >Pavir.3KG238300.1.p	superfamily	385653	5	488	3.52078e-134	396.536	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#131 - >Pavir.3KG238300.2.p	superfamily	385653	5	488	3.52078e-134	396.536	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#132 - >Pavir.3KG267200.1.p	superfamily	385653	1	404	1.64777e-105	319.696	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#133 - >Pavir.3KG275300.1.p	superfamily	385653	21	469	1.94822e-118	354.346	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#134 - >Pavir.3KG289400.1.p	superfamily	385653	13	473	2.63932e-144	421.514	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#135 - >Pavir.3KG331100.1.p	superfamily	385653	4	472	5.27326e-106	323.933	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#136 - >Pavir.3KG331200.1.p	superfamily	385653	4	469	7.05518e-107	325.859	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#137 - >Pavir.3KG331800.1.p	superfamily	385653	1	187	9.86121e-53	174.861	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#138 - >Pavir.3KG331900.1.p	superfamily	385653	15	461	2.46722e-121	362.453	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#139 - >Pavir.3KG332000.1.p	superfamily	385653	7	475	3.37217e-135	398.662	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#140 - >Pavir.3KG369500.1.p	superfamily	385653	8	473	1.20803e-83	266.339	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#141 - >Pavir.3KG406100.1.p	superfamily	385653	9	442	1.62903e-105	320.44	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#142 - >Pavir.3KG412700.1.p	superfamily	385653	29	486	4.75088e-86	272.887	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#143 - >Pavir.3KG427600.1.p	superfamily	385653	8	200	4.21964e-70	219.903	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#144 - >Pavir.3NG041600.1.p	superfamily	385653	83	465	6.0261e-83	270.025	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#145 - >Pavir.3NG053700.1.p	specific	340817	7	443	3.71472e-68	223.582	cd03784	GT1_Gtf-like	 - 	cl10013
Q#146 - >Pavir.3NG170000.1.p	superfamily	385653	2	166	5.70204e-49	164.261	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#147 - >Pavir.3NG216900.1.p	superfamily	385653	30	182	1.69344e-23	99.4875	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#147 - >Pavir.3NG216900.1.p	specific	366220	220	254	6.4369e-06	42.2092	pfam00646	F-box	C	cl02535
Q#148 - >Pavir.3NG308500.1.p	superfamily	385653	3	435	2.878e-69	226.46	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#149 - >Pavir.3NG309500.1.p	superfamily	385653	1	436	2.50498e-124	370.927	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#150 - >Pavir.4KG081800.1.p	superfamily	385653	19	481	7.42245e-90	283.288	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#151 - >Pavir.4KG094100.1.p	superfamily	278624	21	475	1.4267e-102	315.502	cl37490	UDPGT superfamily	 - 	 - 
Q#152 - >Pavir.4KG094200.1.p	superfamily	278624	22	429	1.24834e-95	295.857	cl37490	UDPGT superfamily	 - 	 - 
Q#153 - >Pavir.4KG130100.1.p	superfamily	385653	19	447	1.216e-95	296.781	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#154 - >Pavir.4KG131700.1.p	superfamily	385653	18	485	1.97659e-81	260.76	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#155 - >Pavir.4KG169300.1.p	superfamily	385653	12	461	8.51165e-74	240.145	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#156 - >Pavir.4KG169300.2.p	superfamily	385653	12	461	8.51165e-74	240.145	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#157 - >Pavir.4KG239400.1.p	superfamily	385653	6	408	1.77611e-77	248.643	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#158 - >Pavir.4KG241400.1.p	superfamily	385653	1	437	1.168e-124	370.003	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#159 - >Pavir.4KG261300.1.p	superfamily	385653	1	465	8.30008e-127	376.551	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#160 - >Pavir.4KG288500.1.p	superfamily	385653	11	141	4.93578e-38	134.415	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#161 - >Pavir.4KG298900.1.p	superfamily	385653	28	486	1.09705e-83	266.724	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#162 - >Pavir.4KG299000.1.p	superfamily	385653	30	488	8.61762e-84	267.109	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#163 - >Pavir.4KG299300.1.p	superfamily	385653	52	510	7.1556e-87	275.981	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#164 - >Pavir.4KG300700.1.p	superfamily	385653	1	168	1.36775e-54	178.709	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#165 - >Pavir.4KG303000.1.p	superfamily	385653	1	473	3.18409e-101	310.833	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#166 - >Pavir.4KG365600.1.p	superfamily	385653	26	477	7.71707e-137	403.471	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#167 - >Pavir.4KG365700.1.p	superfamily	385653	24	505	1.10524e-133	396.537	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#168 - >Pavir.4KG365900.1.p	superfamily	385653	21	493	1.68892e-143	420.805	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#169 - >Pavir.4KG396500.1.p	superfamily	385653	6	480	2.07509e-84	268.59	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#170 - >Pavir.4NG065200.1.p	superfamily	385653	52	524	4.32213e-116	351.667	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#171 - >Pavir.4NG075500.1.p	superfamily	385653	28	484	2.73739e-90	283.685	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#172 - >Pavir.4NG119400.1.p	superfamily	385653	23	493	3.84843e-149	435.443	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#173 - >Pavir.4NG119500.1.p	superfamily	385653	9	210	1.72891e-62	202.012	cl10013	Glycosyltransferase_GTB-type superfamily	N	 - 
Q#174 - >Pavir.4NG133000.1.p	superfamily	385653	8	473	3.38133e-87	275.584	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Q#175 - >Pavir.4NG145800.1.p	superfamily	385653	12	480	5.58369e-143	418.505	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
