#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-29AEDF9C9748A1E5-2E880D8871113A8D
#datatype	hitsConcise Results
#status	0
#Start time	2020-09-24T23:10:46	Run time	0:00:01:04
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#23 - >Pavir.9NG156200.4.p	superfamily	387370	157	281	0.00287202	40.4103	cl14647	GH43_62_32_68_117_130 superfamily	C	 - 
Q#24 - >Pavir.9NG156200.5.p	superfamily	370389	496	724	1.3973e-62	209.45	cl20374	Glyco_transf_64 superfamily	 - 	 - 
Q#24 - >Pavir.9NG156200.5.p	superfamily	387370	157	281	0.00287202	40.4103	cl14647	GH43_62_32_68_117_130 superfamily	C	 - 
Q#25 - >Pavir.9NG156200.6.p	superfamily	370389	496	724	1.3973e-62	209.45	cl20374	Glyco_transf_64 superfamily	 - 	 - 
Q#25 - >Pavir.9NG156200.6.p	superfamily	387370	157	281	0.00287202	40.4103	cl14647	GH43_62_32_68_117_130 superfamily	C	 - 
Q#26 - >Pavir.9NG156200.7.p	superfamily	370389	440	668	6.93268e-63	209.065	cl20374	Glyco_transf_64 superfamily	 - 	 - 
Q#27 - >Pavir.9NG156200.8.p	superfamily	370389	366	594	1.57409e-63	209.45	cl20374	Glyco_transf_64 superfamily	 - 	 - 
Q#27 - >Pavir.9NG156200.8.p	superfamily	387370	27	151	0.00316725	39.6399	cl14647	GH43_62_32_68_117_130 superfamily	C	 - 
Q#28 - >Pavir.9NG156200.9.p	superfamily	370389	366	594	1.57409e-63	209.45	cl20374	Glyco_transf_64 superfamily	 - 	 - 
Q#28 - >Pavir.9NG156200.9.p	superfamily	387370	27	151	0.00316725	39.6399	cl14647	GH43_62_32_68_117_130 superfamily	C	 - 
Q#29 - >Pavir.J189700.1.p	specific	370389	94	339	4.75554e-93	277.245	pfam09258	Glyco_transf_64	 - 	cl20374
